Sequence,Company,City,Province,Year,record
366,\u6CB3\u5317\u8FCE\u5149\u98DF\u54C1\u6709\u9650\u516C\u53F8,\u90A2\u53F0,\u6CB3\u5317,2016,2
367,\u5B81\u664B\u53BF\u5EB7\u6E90\u98DF\u54C1\u5382,\u90A2\u53F0,\u6CB3\u5317,2015,1
368,\u5B81\u664B\u53BF\u65FA\u4E30\u98DF\u54C1\u5382,\u90A2\u53F0,\u6CB3\u5317,2016,2
369,\u946B\u665F\u98DF\u54C1\u5382,\u90A2\u53F0,\u6CB3\u5317,2015,1
370,\u90A2\u53F0\u660C\u6CF0\u7535\u7F06\u6709\u9650\u516C\u53F8,\u90A2\u53F0,\u6CB3\u5317,2015,1
371,\u5B81\u664B\u53BF\u56FD\u897F\u5851\u6599\u9897\u7C92\u5382,\u90A2\u53F0,\u6CB3\u5317,2015,1
372,\u6CB3\u5317\u9EC4\u513F\u8425\u9152\u4E1A\u6709\u9650\u516C\u53F8,\u90A2\u53F0,\u6CB3\u5317,2015,1
373,\u5B81\u664B\u53BF\u6CF0\u9686\u98DF\u54C1\u5382,\u90A2\u53F0,\u6CB3\u5317,2015,1
374,\u6CB3\u5317\u5982\u5B81\u98DF\u54C1\u6709\u9650\u516C\u53F8,\u90A2\u53F0,\u6CB3\u5317,2016,3
375,\u5B81\u664B\u53BF\u60E0\u817E\u98DF\u54C1\u6709\u9650\u516C\u53F8,\u90A2\u53F0,\u6CB3\u5317,2015,1
376,\u5EB7\u4E50\u98DF\u54C1\u5382,\u90A2\u53F0,\u6CB3\u5317,2015,1
377,\u5B81\u5CF0\u6A61\u80F6\u5236\u54C1\u5382,\u90A2\u53F0,\u6CB3\u5317,2017,1
378,\u6CB3\u5317\u7701\u745E\u8FBE\u51C0\u6C34\u5242\u6709\u9650\u516C\u53F8,\u90A2\u53F0,\u6CB3\u5317,2016,1
379,\u6CB3\u5317\u7701\u9999\u997D\u997D\u98DF\u54C1\u6709\u9650\u516C\u53F8,\u90A2\u53F0,\u6CB3\u5317,2016,1
380,\u6CB3\u5317\u9E4F\u5B87\u7164\u70AD\u6709\u9650\u516C\u53F8,\u90A2\u53F0,\u6CB3\u5317,2016,1
381,\u5B81\u664B\u53BF\u745E\u65FA\u6D3B\u6027\u70AD\u5382,\u90A2\u53F0,\u6CB3\u5317,2016,1
382,\u6B27\u4E4B\u8054\u7535\u7F06\u6709\u9650\u516C\u53F8,\u90A2\u53F0,\u6CB3\u5317,2016,1
383,\u6CB3\u5317\u534E\u680B\u5316\u5DE5\u6709\u9650\u516C\u53F8,\u90A2\u53F0,\u6CB3\u5317,2016,2
384,\u6CB3\u5317\u6D69\u5F3A\u670D\u88C5\u6709\u9650\u516C\u53F8,\u90A2\u53F0,\u6CB3\u5317,2016,1
385,\u6CB3\u5317\u9646\u6D77\u94BB\u4E95\u6709\u9650\u516C\u53F8,\u90A2\u53F0,\u6CB3\u5317,2016,1
386,\u5FD7\u6C34\u673A\u4EF6\u52A0\u5DE5\u5382,\u90A2\u53F0,\u6CB3\u5317,2016,1
387,\u6CB3\u5317\u6D77\u7EB3\u5236\u8863\u6709\u9650\u516C\u53F8,\u90A2\u53F0,\u6CB3\u5317,2017,3
388,\u7389\u950B\u5B9E\u4E1A\u96C6\u56E2\u6709\u9650\u516C\u53F8,\u90A2\u53F0,\u6CB3\u5317,2017,4
389,\u4E94\u5F18\u7EBF\u7F06\u96C6\u56E2\u6709\u9650\u516C\u53F8,\u90A2\u53F0,\u6CB3\u5317,2016,1
390,\u6CB3\u5317\u901F\u4E50\u58EB\u79D1\u6280\u6709\u9650\u516C\u53F8,\u90A2\u53F0,\u6CB3\u5317,2016,1
391,\u5B8F\u6B63\u673A\u68B0\u94F8\u9020\u5382,\u90A2\u53F0,\u6CB3\u5317,2016,1
392,\u5B81\u664B\u53BF\u732E\u8D85\u673A\u68B0\u4EF6\u5382,\u90A2\u53F0,\u6CB3\u5317,2016,1
393,\u6CB3\u5317\u91D1\u8DC3\u6765\u73BB\u7483\u5236\u54C1\u6709\u9650\u516C\u53F8,\u90A2\u53F0,\u6CB3\u5317,2017,2
394,\u5B81\u664B\u53BF\u9F99\u6E90\u6C34\u4E1A\u6709\u9650\u516C\u53F8,\u90A2\u53F0,\u6CB3\u5317,2016,1
395,\u6CB3\u5317\u6052\u7EBA\u96C6\u56E2\u6709\u9650\u516C\u53F8,\u90A2\u53F0,\u6CB3\u5317,2016,1
396,\u6CB3\u5317\u4E09\u6D0B\u6D3B\u585E\u6709\u9650\u516C\u53F8,\u90A2\u53F0,\u6CB3\u5317,2016,1
397,\u5B81\u664B\u53BF\u65B0\u5EB7\u8F89\u5976\u725B\u517B\u6B96\u5382,\u90A2\u53F0,\u6CB3\u5317,2017,1
398,\u5B81\u664B\u53BF\u5B8F\u5EFA\u5EFA\u6750\u6709\u9650\u516C\u53F8,\u90A2\u53F0,\u6CB3\u5317,2017,2
399,\u6CB3\u5317\u6C11\u5B89\u7164\u70AD\u9500\u552E\u516C\u53F8,\u90A2\u53F0,\u6CB3\u5317,2016,1
400,\u6CB3\u5317\u8D85\u80FD\u5EFA\u7B51\u6750\u6599\u6709\u9650\u516C\u53F8,\u90A2\u53F0,\u6CB3\u5317,2016,1
401,\u5B81\u664B\u53BF\u4E45\u8FDC\u5EFA\u6750\u9500\u552E\u6709\u9650\u516C\u53F8,\u90A2\u53F0,\u6CB3\u5317,2016,1
402,\u5B81\u664B\u53BF\u8BA1\u901A\u7EBF\u7F06\u6709\u9650\u516C\u53F8,\u90A2\u53F0,\u6CB3\u5317,2017,1
403,\u5B81\u664B\u53BF\u6C38\u5F6C\u5EFA\u7B51\u6750\u6599\u6709\u9650\u516C\u53F8,\u90A2\u53F0,\u6CB3\u5317,2017,2
404,\u6CB3\u5317\u8BFA\u7A0B\u6DF7\u51DD\u571F\u6709\u9650\u516C\u53F8,\u90A2\u53F0,\u6CB3\u5317,2017,1
405,\u5B81\u664B\u53BF\u6D2A\u5FB7\u6C7D\u8F66\u914D\u4EF6\u5382,\u90A2\u53F0,\u6CB3\u5317,2017,1
406,\u5B81\u664B\u53BF\u6E90\u539A\u7EB8\u7BB1\u5382,\u90A2\u53F0,\u6CB3\u5317,2017,1
407,\u4E1C\u91CC\u6751\u66F9\u5229\u4F1F\u98DF\u54C1\u52A0\u5DE5\u4F5C\u574A,\u90A2\u53F0,\u6CB3\u5317,2017,1
408,\u5B81\u664B\u53BF\u5174\u76DB\u673A\u68B0\u914D\u4EF6\u52A0\u5DE5\u5382,\u90A2\u53F0,\u6CB3\u5317,2017,1
409,\u6CB3\u5317\u5168\u76DB\u7535\u673A\u5236\u9020\u6709\u9650,\u90A2\u53F0,\u6CB3\u5317,2017,1
410,\u5B81\u664B\u53BF\u6B63\u51EF\u79F8\u79C6\u52A0\u5DE5\u5382,\u90A2\u53F0,\u6CB3\u5317,2017,1
411,\u6CB3\u5317\u534E\u5A01\u98DF\u54C1\u6709\u9650\u516C\u53F8,\u90A2\u53F0,\u6CB3\u5317,2017,1
412,\u5B81\u664B\u53BF\u5408\u751F\u5143\u7EBA\u7EC7\u54C1\u6709\u9650\u516C\u53F8,\u90A2\u53F0,\u6CB3\u5317,2017,1
413,\u4E0A\u57CE\u534E\u5E9C\u6405\u62CC\u7AD9,\u90A2\u53F0,\u6CB3\u5317,2017,1
414,\u5B81\u664B\u53BF\u6B23\u76DB\u7EB8\u677F\u5382,\u90A2\u53F0,\u6CB3\u5317,2017,1
415,\u6CB3\u5317\u8C6A\u624D\u5851\u80F6\u5236\u54C1\u6709\u9650\u516C\u53F8,\u90A2\u53F0,\u6CB3\u5317,2017,1
416,\u5F20\u5EFA\u9614\u98DF\u54C1\u5382,\u90A2\u53F0,\u6CB3\u5317,2017,1
417,\u6CB3\u5317\u82CF\u5B81\u94A2\u6784\u5F69\u677F\u6709\u9650\u516C\u53F8,\u90A2\u53F0,\u6CB3\u5317,2017,1
418,\u6CB3\u5317\u5B81\u664B\u90A6\u8FDC\u7EB8\u5236\u54C1\u6709\u9650\u516C\u53F8,\u90A2\u53F0,\u6CB3\u5317,2017,1
419,\u5510\u5C71\u5E02\u4E30\u5357\u533A\u6CF0\u6CFD\u673A\u68B0\u5236\u9020\u6709\u9650\u516C\u53F8,\u5510\u5C71,\u6CB3\u5317,2017,1
420,\u5510\u5C71\u5E02\u4E30\u5357\u533A\u5317\u65B9\u578B\u7164\u5236\u9020\u6709\u9650\u516C\u53F8,\u5510\u5C71,\u6CB3\u5317,2017,1
421,\u5510\u5C71\u6995\u4E30\u94A2\u94C1\u6709\u9650\u516C\u53F8,\u5510\u5C71,\u6CB3\u5317,2017,8
422,\u5510\u5C71\u5E02\u4E30\u5357\u533A\u51EF\u6052\u94A2\u94C1\u6709\u9650\u516C\u53F8,\u5510\u5C71,\u6CB3\u5317,2017,12
423,\u5510\u5C71\u8DEF\u901A\u6865\u6881\u6A21\u677F\u6709\u9650\u516C\u53F8,\u5510\u5C71,\u6CB3\u5317,2017,1
424,\u5510\u5C71\u6DA6\u67AB\u5EFA\u7B51\u5DE5\u7A0B\u6709\u9650\u516C\u53F8\u4E30\u5357\u5206\u516C\u53F8,\u5510\u5C71,\u6CB3\u5317,2017,1
425,\u5510\u5C71\u745E\u4E30\u94A2\u94C1\uFF08\u96C6\u56E2\uFF09\u7CA4\u4E30\u94A2\u94C1\u6709\u9650\u516C\u53F8,\u5510\u5C71,\u6CB3\u5317,2017,11
426,\u5510\u5C71\u5E02\u4E30\u5357\u533A\u6C47\u4E30\u7089\u6599\u6709\u9650\u516C\u53F8,\u5510\u5C71,\u6CB3\u5317,2017,1
427,\u5510\u5C71\u4E30\u5357\u5B8F\u70E8\u7089\u6599\u6709\u9650\u516C\u53F8,\u5510\u5C71,\u6CB3\u5317,2017,3
428,\u5510\u5C71\u5E02\u4E30\u5357\u5B81\u4E30\u68C9\u4E1A\u6709\u9650\u516C\u53F8,\u5510\u5C71,\u6CB3\u5317,2017,1
429,\u5510\u5C71\u5E02\u4E30\u5357\u533A\u5B9C\u5BB6\u6728\u4E1A\u6709\u9650\u516C\u53F8,\u5510\u5C71,\u6CB3\u5317,2017,1
430,\u5510\u5C71\u9686\u6CF0\u5EFA\u6750\u6709\u9650\u516C\u53F8,\u5510\u5C71,\u6CB3\u5317,2017,1
431,\u5510\u5C71\u8D35\u53CB\u673A\u68B0\u5236\u9020\u6709\u9650\u516C\u53F8,\u5510\u5C71,\u6CB3\u5317,2017,1
432,\u5510\u5C71\u5317\u65B9\u74F7\u90FD\u9676\u74F7\u96C6\u56E2\u6709\u9650\u8D23\u4EFB\u516C\u53F8,\u5510\u5C71,\u6CB3\u5317,2017,1
433,\u5510\u5C71\u5E02\u4E30\u5357\u533A\u897F\u845B\u9547\u5BB6\u5174\u73AF\u4FDD\u7816\u5382,\u5510\u5C71,\u6CB3\u5317,2017,1
434,\u5510\u5C71\u5E02\u4E30\u5357\u533A\u6C38\u65FA\u5DE5\u8D38\u6709\u9650\u516C\u53F8,\u5510\u5C71,\u6CB3\u5317,2017,2
435,\u5510\u5C71\u4E9A\u534E\u51B6\u91D1\u673A\u68B0\u5382,\u5510\u5C71,\u6CB3\u5317,2017,3
436,\u5510\u5C71\u5E02\u4E30\u5357\u533A\u76F8\u519B\u5851\u6599\u5382,\u5510\u5C71,\u6CB3\u5317,2017,1
437,\u5510\u5C71\u5E02\u4E30\u5357\u533A\u91D1\u7FD4\u5316\u7EA4\u6709\u9650\u516C\u53F8,\u5510\u5C71,\u6CB3\u5317,2017,1
438,\u5510\u5C71\u4EBF\u8054\u76DB\u8F67\u8F8A\u6709\u9650\u516C\u53F8,\u5510\u5C71,\u6CB3\u5317,2017,1
439,\u5510\u5C71\u901A\u8054\u88C5\u5907\u5236\u9020\u6709\u9650\u516C\u53F8,\u5510\u5C71,\u6CB3\u5317,2017,1
440,\u5510\u5C71\u8FBE\u4E30\u7126\u5316\u6709\u9650\u516C\u53F8,\u5510\u5C71,\u6CB3\u5317,2017,5
441,\u5510\u5C71\u5E02\u4E30\u5357\u533A\u7FA4\u5229\u94A2\u94C1\u7089\u6599\u6709\u9650\u516C\u53F8,\u5510\u5C71,\u6CB3\u5317,2017,2
442,\u5510\u5C71\u5E02\u4E30\u5357\u533A\u5174\u5143\u6C34\u6CE5\u5236\u54C1\u5382,\u5510\u5C71,\u6CB3\u5317,2017,1
443,\u6CB3\u5317\u7EB5\u6A2A\u96C6\u56E2\u4E30\u5357\u94A2\u94C1\u6709\u9650\u516C\u53F8,\u5510\u5C71,\u6CB3\u5317,2017,1
444,\u5510\u5C71\u5E02\u4E30\u5357\u533A\u5229\u6E90\u6C34\u6CE5\u5236\u54C1\u6709\u9650\u516C\u53F8,\u5510\u5C71,\u6CB3\u5317,2017,1
445,\u5510\u5C71\u5E02\u4E30\u5357\u533A\u53CC\u4E49\u9972\u6599\u673A\u68B0\u6709\u9650\u516C\u53F8,\u5510\u5C71,\u6CB3\u5317,2017,2
446,\u5510\u5C71\u5E02\u4E30\u5357\u533A\u7CAE\u6E90\u9972\u6599\u6709\u9650\u516C\u53F8,\u5510\u5C71,\u6CB3\u5317,2017,1
447,\u5510\u5C71\u5E02\u4E30\u5357\u533A\u4EAC\u8BDA\u673A\u68B0\u6709\u9650\u516C\u53F8,\u5510\u5C71,\u6CB3\u5317,2017,1
448,\u5510\u5C71\u5E02\u4E30\u5357\u533A\u5174\u8FBE\u7EB8\u4E1A\u6709\u9650\u516C\u53F8,\u5510\u5C71,\u6CB3\u5317,2017,2
449,\u5510\u5C71\u5E02\u4E30\u5357\u533A\u79D1\u4E30\u6D01\u51C0\u7164\u6709\u9650\u516C\u53F8,\u5510\u5C71,\u6CB3\u5317,2017,1
450,\u5510\u5C71\u5E02\u4E30\u5357\u533A\u660C\u5174\u8010\u706B\u6750\u6599\u5408\u91D1\u6A21\u5177\u5382,\u5510\u5C71,\u6CB3\u5317,2017,1
451,\u5510\u5C71\u5E02\u4E30\u5357\u533A\u751F\u534E\u673A\u68B0\u5382,\u5510\u5C71,\u6CB3\u5317,2017,1
452,\u5510\u5C71\u5E02\u9F99\u6CC9\u673A\u68B0\u6709\u9650\u516C\u53F8,\u5510\u5C71,\u6CB3\u5317,2017,1
453,\u5510\u5C71\u91CD\u578B\u88C5\u5907\u96C6\u56E2\u673A\u68B0\u5236\u9020\u6709\u9650\u516C\u53F8,\u5510\u5C71,\u6CB3\u5317,2017,1
454,\u5510\u5C71\u5E02\u4E30\u5357\u533A\u57CE\u5317\u6C34\u6CE5\u6709\u9650\u516C\u53F8,\u5510\u5C71,\u6CB3\u5317,2017,1
455,\u5510\u5C71\u5E02\u4E30\u5357\u533A\u5B8F\u7130\u5851\u6599\u5236\u54C1\u6709\u9650\u516C\u53F8,\u5510\u5C71,\u6CB3\u5317,2017,1
456,\u5510\u5C71\u5E02\u4E30\u5357\u533A\u71D5\u5C71\u5DE5\u4E1A\u74F7\u5382,\u5510\u5C71,\u6CB3\u5317,2017,1
457,\u5510\u5C71\u5E02\u745E\u6CF0\u673A\u68B0\u6709\u9650\u516C\u53F8,\u5510\u5C71,\u6CB3\u5317,2017,1
458,\u5510\u5C71\u5E02\u4E30\u5357\u533A\u901A\u7528\u673A\u68B0\u5236\u9020\u6709\u9650\u516C\u53F8,\u5510\u5C71,\u6CB3\u5317,2017,1
459,\u5510\u5C71\u5E02\u4E30\u5357\u533A\u4E07\u4E30\u5236\u7BA1\u6709\u9650\u516C\u53F8,\u5510\u5C71,\u6CB3\u5317,2017,3
460,\u5510\u5C71\u5E02\u4E30\u5357\u533A\u6C38\u665F\u91D1\u5C5E\u5236\u54C1\u6709\u9650\u516C\u53F8,\u5510\u5C71,\u6CB3\u5317,2017,1
461,\u5510\u5C71\u5E02\u4E30\u5357\u533A\u535A\u8FBE\u5927\u7C73\u52A0\u5DE5\u5382,\u5510\u5C71,\u6CB3\u5317,2017,1
462,\u5510\u5C71\u56FD\u4E30\u94A2\u94C1\u6709\u9650\u516C\u53F8,\u5510\u5C71,\u6CB3\u5317,2017,12
463,\u5510\u5C71\u7533\u5927\u5851\u80F6\u6709\u9650\u516C\u53F8,\u5510\u5C71,\u6CB3\u5317,2017,1
464,\u5510\u5C71\u6B63\u745E\u5B9E\u4E1A\u6709\u9650\u516C\u53F8,\u5510\u5C71,\u6CB3\u5317,2017,1
465,\u5510\u5C71\u946B\u6995\u77FF\u6E23\u5FAE\u7C89\u6709\u9650\u516C\u53F8,\u5510\u5C71,\u6CB3\u5317,2017,1
466,\u5510\u5C71\u5E02\u4E30\u5357\u533A\u798F\u5229\u7CBE\u94F8\u6750\u6599\u5382,\u5510\u5C71,\u6CB3\u5317,2017,1
467,\u5510\u5C71\u5E02\u4E30\u5357\u533A\u80DC\u6797\u6D17\u7164\u6709\u9650\u516C\u53F8,\u5510\u5C71,\u6CB3\u5317,2017,1
468,\u5510\u5C71\u5E02\u4E30\u5357\u533A\u946B\u696D\u9972\u6599\u5382,\u5510\u5C71,\u6CB3\u5317,2017,1
469,\u5510\u5C71\u5E02\u7B51\u77F3\u6DF7\u51DD\u571F\u6709\u9650\u516C\u53F8\u4E30\u5357\u5206\u516C\u53F8,\u5510\u5C71,\u6CB3\u5317,2017,1
470,\u5510\u5C71\u76DB\u9F0E\u6DF7\u51DD\u571F\u6709\u6548\u516C\u53F8,\u5510\u5C71,\u6CB3\u5317,2017,1
471,\u5510\u5C71\u5E02\u91D1\u5730\u5EFA\u7B51\u5DE5\u7A0B\u6709\u9650\u516C\u53F8,\u5510\u5C71,\u6CB3\u5317,2017,2
472,\u5510\u5C71\u5E02\u4E30\u5357\u533A\u5B8F\u901A\u9676\u74F7\u914D\u4EF6\u5382,\u5510\u5C71,\u6CB3\u5317,2017,1
473,\u5510\u5C71\u9F99\u6CC9\u673A\u68B0\u6709\u9650\u516C\u53F8,\u5510\u5C71,\u6CB3\u5317,2017,2
474,\u5510\u5C71\u5E02\u5510\u4E30\u5DE5\u4E1A\u9632\u62A4\u5236\u54C1\u6709\u9650\u516C\u53F8,\u5510\u5C71,\u6CB3\u5317,2017,4
475,\u5510\u5C71\u884C\u8FDC\u5EFA\u6750\u6709\u9650\u516C\u53F8,\u5510\u5C71,\u6CB3\u5317,2017,2
476,\u5510\u5C71\u5E02\u53CC\u65B0\u88C5\u9970\u6750\u6599\u6709\u9650\u516C\u53F8,\u5510\u5C71,\u6CB3\u5317,2017,1
477,\u5510\u5C71\u5E02\u4E30\u5357\u533A\u91D1\u6865\u94F8\u4EF6\u5382,\u5510\u5C71,\u6CB3\u5317,2017,2
478,\u5510\u5C71\u5E02\u4E30\u5357\u533A\u5B8F\u6DA6\u5DE5\u8D38\u6709\u9650\u516C\u53F8,\u5510\u5C71,\u6CB3\u5317,2017,1
479,\u5510\u5C71\u946B\u60E0\u4E30\u91CD\u5DE5\u51B6\u953B\u6709\u9650\u516C\u53F8,\u5510\u5C71,\u6CB3\u5317,2017,2
480,\u5510\u5C71\u5E02\u4E30\u5357\u533A\u94ED\u745E\u73AF\u4FDD\u5EFA\u6750\u5382,\u5510\u5C71,\u6CB3\u5317,2017,1
481,\u5510\u5C71\u5E02\u4E30\u5357\u533A\u65FA\u5229\u514D\u6F06\u677F\u5382,\u5510\u5C71,\u6CB3\u5317,2017,1
482,\u5510\u5C71\u5E02\u4E30\u5357\u533A\u6C38\u8FBE\u65B0\u578B\u5EFA\u6750\u5382,\u5510\u5C71,\u6CB3\u5317,2017,1
483,\u5510\u5C71\u5E02\u4E30\u5357\u533A\u548C\u4E30\u91D1\u5C5E\u5236\u54C1\u6709\u9650\u516C\u53F8,\u5510\u5C71,\u6CB3\u5317,2017,1
484,\u5510\u5C71\u5E02\u4E30\u5357\u533A\u7ECF\u5B89\u94A2\u94C1\u6709\u9650\u516C\u53F8,\u5510\u5C71,\u6CB3\u5317,2017,8
485,\u4E2D\u4EA4\u7B2C\u4E09\u516C\u8DEF\u5DE5\u7A0B\u5C40\u6709\u9650\u516C\u53F8,\u5510\u5C71,\u6CB3\u5317,2017,1
486,\u5510\u5C71\u56FD\u4E30\u7B2C\u4E00\u51B7\u8F67\u9540\u950C\u6280\u672F\u6709\u9650\u516C\u53F8,\u5510\u5C71,\u6CB3\u5317,2017,1
487,\u5510\u5C71\u5E02\u4E30\u5357\u533A\u5174\u76DB\u6DF7\u51DD\u571F\u6709\u9650\u516C\u53F8,\u5510\u5C71,\u6CB3\u5317,2017,1
488,\u5510\u5C71\u66F9\u5983\u7538\u4EA4\u901A\u6295\u8D44\u6709\u9650\u516C\u53F8,\u5510\u5C71,\u6CB3\u5317,2017,1
489,\u5510\u5C71\u5E02\u5353\u6052\u94C1\u7C89\u7CBE\u9009\u6709\u9650\u516C\u53F8,\u5510\u5C71,\u6CB3\u5317,2017,1
490,\u5510\u5C71\u5E02\u534E\u8FD0\u94C1\u8DEF\u4EA4\u901A\u5668\u6750\u6709\u9650\u516C\u53F8,\u5510\u5C71,\u6CB3\u5317,2017,1
491,\u5510\u5C71\u5E02\u4E30\u534E\u9676\u74F7\u6709\u9650\u516C\u53F8,\u5510\u5C71,\u6CB3\u5317,2017,1
492,\u5510\u5C71\u5E78\u798F\u6CB3\u6C34\u6CE5\u6709\u9650\u516C\u53F8,\u5510\u5C71,\u6CB3\u5317,2017,1
493,\u5510\u5C71\u5B9D\u4E30\u7BA1\u6869\u6709\u9650\u516C\u53F8,\u5510\u5C71,\u6CB3\u5317,2017,1
494,\u56DB\u5DDD\u7701\u7B2C\u4E09\u5EFA\u7B51\u5DE5\u7A0B\u516C\u53F8,\u6210\u90FD,\u56DB\u5DDD,2017,2
495,\u6500\u679D\u82B1\u5E02\u946B\u6167\u77FF\u4E1A\u6709\u9650\u516C\u53F8,\u6500\u679D\u82B1,\u56DB\u5DDD,2014,2
496,\u6500\u94A2\u96C6\u56E2\u5DE5\u7A0B\u6280\u672F\u6709\u9650\u516C\u53F8\u5B9E\u4E1A\u5206\u516C\u53F8\u73AF\u4FDD\u8BBE\u5907\u5236\u9020\u5382,\u6500\u679D\u82B1,\u56DB\u5DDD,2014,1
497,\u6210\u90FD\u5E02\u5609\u5D07\u5EFA\u7B51\u5DE5\u7A0B\u6709\u9650\u8D23\u4EFB\u516C\u53F8,\u6210\u90FD,\u56DB\u5DDD,2014,1
498,\u81EA\u8D21\u5E02\u7B2C\u4E00\u5EFA\u7B51\u5DE5\u7A0B\u516C\u53F8,\u81EA\u8D21,\u56DB\u5DDD,2014,1
499,\u6500\u679D\u82B1\u5E02\u9526\u5229\u9492\u949B\u6709\u9650\u516C\u53F8,\u6500\u679D\u82B1,\u56DB\u5DDD,2014,1
500,\u6500\u679D\u82B1\u9F0E\u661F\u949B\u4E1A\u6709\u9650\u516C\u53F8,\u6500\u679D\u82B1,\u56DB\u5DDD,2016,5
501,\u6500\u679D\u82B1\u6CF0\u4EA8\u5DE5\u8D38\u6709\u9650\u516C\u53F8,\u6500\u679D\u82B1,\u56DB\u5DDD,2016,3
502,\u6500\u679D\u82B1\u5E02\u6500\u9633\u9492\u949B\u6709\u9650\u516C\u53F8,\u6500\u679D\u82B1,\u56DB\u5DDD,2014,1
503,\u6500\u679D\u82B1\u5E02\u5929\u96F7\u77FF\u4E1A\u6709\u9650\u516C\u53F8,\u6500\u679D\u82B1,\u56DB\u5DDD,2014,1
504,\u6500\u679D\u82B1\u5E02\u5DDD\u6797\u5DE5\u8D38\u6709\u9650\u516C\u53F8,\u6500\u679D\u82B1,\u56DB\u5DDD,2014,1
505,\u6500\u679D\u82B1\u5E02\u7EA2\u6749\u9492\u5236\u54C1\u6709\u9650\u516C\u53F8,\u6500\u679D\u82B1,\u56DB\u5DDD,2016,5
506,\u6500\u679D\u82B1\u5E02\u6797\u8FDC\u5DE5\u8D38\u6709\u9650\u516C\u53F8,\u6500\u679D\u82B1,\u56DB\u5DDD,2013,1
507,\u6500\u679D\u82B1\u534E\u6CF0\u5DE5\u8D38\u6709\u9650\u516C\u53F8,\u6500\u679D\u82B1,\u56DB\u5DDD,2013,1
508,\u6500\u679D\u82B1\u5E02\u9B41\u5584\u5DE5\u8D38\u6709\u9650\u516C\u53F8,\u6500\u679D\u82B1,\u56DB\u5DDD,2013,1
509,\u6500\u679D\u82B1\u5E02\u91CE\u732A\u6797\u8089\u8054\u98DF\u54C1\u6709\u9650\u516C\u53F8,\u6500\u679D\u82B1,\u56DB\u5DDD,2017,2
510,\u6500\u679D\u82B1\u5E02\u6C34\u52A1\uFF08\u96C6\u56E2\uFF09\u6709\u9650\u516C\u53F8\u6C61\u6C34\u5904\u7406\u5206\u516C\u53F8\u5C0F\u6C99\u575D\u6C61\u6C34\u5904\u7406\u5382,\u6500\u679D\u82B1,\u56DB\u5DDD,2017,1
511,\u6500\u679D\u82B1\u5E02\u9F99\u5174\u6E90\u5DE5\u8D38\u6709\u9650\u8D23\u4EFB\u516C\u53F8,\u6500\u679D\u82B1,\u56DB\u5DDD,2017,1
512,\u6500\u679D\u82B1\u5E02\u6D01\u5B87\u5DE5\u8D38\u6709\u9650\u516C\u53F8,\u6500\u679D\u82B1,\u56DB\u5DDD,2017,1
513,\u6500\u679D\u82B1\u5E02\u6625\u96F7\u6C7D\u8F66\u9500\u552E\u670D\u52A1\u6709\u9650\u516C\u53F8,\u6500\u679D\u82B1,\u56DB\u5DDD,2016,1
514,\u4E2D\u94C1\u4E8C\u5341\u4E09\u5C40\u96C6\u56E2\u7B2C\u4E09\u5DE5\u7A0B\u6709\u9650\u516C\u53F8,\u6210\u90FD,\u56DB\u5DDD,2016,1
515,\u6500\u679D\u82B1\u5E02\u4F17\u987A\u5DE5\u8D38\u6709\u9650\u516C\u53F8,\u6500\u679D\u82B1,\u56DB\u5DDD,2016,1
516,\u6500\u679D\u82B1\u5E02\u946B\u5E1D\u77FF\u4E1A\u6709\u9650\u516C\u53F8,\u6500\u679D\u82B1,\u56DB\u5DDD,2016,4
517,\u957F\u5B89\u54C1\u683C\u7CBE\u81B3\u574A,\u77F3\u5BB6\u5E84,\u6CB3\u5317,2017,1
518,\u77F3\u5BB6\u5E84\u5E02\u7B2C\u4E09\u533B\u9662,\u77F3\u5BB6\u5E84,\u6CB3\u5317,2017,1
519,\u534E\u5317\u5236\u836F\u80A1\u4EFD\u6709\u9650\u516C\u53F8(\u5317\u5143\u5206\u5382),\u77F3\u5BB6\u5E84,\u6CB3\u5317,2017,1
520,\u77F3\u5BB6\u5E84\u6EE1\u6DA6\u9972\u6599\u6709\u9650\u516C\u53F8,\u77F3\u5BB6\u5E84,\u6CB3\u5317,2017,1
521,\u683E\u57CE\u533A\u4F17\u52E4\u6C34\u6D17\u5382,\u77F3\u5BB6\u5E84,\u6CB3\u5317,2017,1
522,\u683E\u57CE\u533A\u4E1C\u5409\u9E1F\u6728\u95E8\u5382,\u77F3\u5BB6\u5E84,\u6CB3\u5317,2017,1
523,\u683E\u57CE\u533A\u65B0\u82F1\u5851\u6599\u7BA1\u52A0\u5DE5\u5382,\u77F3\u5BB6\u5E84,\u6CB3\u5317,2017,1
524,\u683E\u57CE\u533A\u7389\u701A\u9972\u6599\u5382,\u77F3\u5BB6\u5E84,\u6CB3\u5317,2017,1
525,\u77F3\u5BB6\u5E84\u5E02\u683E\u57CE\u533A\u987A\u6210\u8D38\u6613\u6709\u9650\u516C\u53F8,\u77F3\u5BB6\u5E84,\u6CB3\u5317,2017,1
526,\u77F3\u5BB6\u5E84\u5965\u5229\u673A\u68B0\u52A0\u5DE5\u5382,\u77F3\u5BB6\u5E84,\u6CB3\u5317,2017,1
527,\u683E\u57CE\u533A\u5B89\u6D01\u9910\u5177\u6D88\u6BD2\u4E2D\u5FC3,\u77F3\u5BB6\u5E84,\u6CB3\u5317,2017,1
